,0,1
187,"['berries', 'tomomasu', 'moxie', 'toasted', 'coconut', 'dream', 'ibc', 'root', 'beer', 'mojito', 'cucumber', 'izze']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
188,"['px', 'st', 'bitter', 'neutralizer', 'diet']","['O', 'O', 'B-FLA', 'I-FLA', 'O']"
189,"['cocacolacherry', 'hires', 'root', 'beer', 'sprite12oz', 'cola-pepsi', 'seagrams', 'hydrate']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O', 'O', 'O']"
190,"['white', 'truffle', 'pnc', 'cooling', 'mint']","['B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA']"
191,"['.92', 'mr.', 'pibb', 'sparling', 'sundrop', 'caffeine']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'O']"
192,"['jarittos', 'irn-bru', 'bite!', 'f']","['O', 'B-BRA', 'O', 'O']"
193,"['rc', 'cola', 'fever']","['B-BRA', 'I-BRA', 'O']"
194,"['bowl', 'af-', ""chili's"", 'ornage']","['O', 'O', 'O', 'O']"
195,"['montain', 'monster', 'energy', 'tequila', 'lime', 'coca-', 'drink2', 'hawaiian', 'punch']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA']"
196,"['20.3oz', 'topo', 'berry', 'noni', 'cup', '$1.99', 'inca', 'kola', 'celsiuis']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
197,"['bold', 'midnigh', 'bvc-pepsi', 'strawberry/lemonade']","['O', 'O', 'O', 'O']"
198,"['bak', ""stewart's"", 'fountain', 'classics', 'cookie', 'dough']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
199,"['mr.', 'pibb', 'pepsi']","['B-BRA', 'I-BRA', 'B-BRA']"
200,"['scratch', ""barq's"", 'and', 'up12oz']","['O', 'B-BRA', 'O', 'O']"
201,"['hires', 'root', 'beer', 'passion', 'fruit', 'spirte', 'st', 'cranberry', 'raisin', 'hals']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
202,"['big', 'red', '(soft', 'drink)']","['B-BRA', 'I-BRA', 'I-BRA', 'I-BRA']"
203,"['life.', 'floats', 'life.']","['O', 'B-BRA', 'O']"
204,"['pinea', 'dr', 'pepper', 'brew', 'vernors']","['O', 'B-BRA', 'I-BRA', 'O', 'B-BRA']"
205,"['cup~fountain', 'coze', 'sangria', 'type', 'naranja', 'pumpkin', 'spice']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA']"
206,"['catering', 'sierra', 'mist', 'butter', 'toffee', 'frostbite']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
207,"['jarittos', 'honey-nut', 'hour', 'oronamin', 'c', 'drink', 'butter', 'rum']","['O', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
208,[],[]
209,"['dasani', 'cinnamon', 'honey', 'juice-kimmel', 'gngr']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
210,"['gngr', 'ambasa', 'mint', 'spring', 'gatorade', 'caramel', 'butter']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'I-FLA']"
211,"['pepsi-cola', 'gatorade', ""'n"", 'crush']","['O', 'B-BRA', 'O', 'B-BRA']"
212,"['stwb', 'bridor', 'fresca', 'lychee', '202', 'ambasa', 'pineapple', 'ginger', 'devils', 'grapico']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
213,"['compass', 'chocolate', 'toffee', 'sac']","['O', 'B-FLA', 'I-FLA', 'O']"
214,"['ale20oz', 'aloe', 'vera', 'blak', 'toffee', 'english', 'marshmellow12oz']","['O', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
215,"['carm', 'orange', 'juice', 'orangade', 'a&w', 'cream', 'soda', 'white', 'cake', 'cabana', 'srawberry']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
216,"['7', 'up', 'bronx', 'banana', 'nut', '20']","['B-BRA', 'I-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
217,"['aquafina', 'canadian', 'pepsi', '2/$3', 'prbiotic', 'a&w', 'cream', 'soda', 'ale.']","['O', 'O', 'B-BRA', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
218,"[""reed's"", 'tab', 'alum', 'pineapple', 'orange', 'bw-na-soda', '$1.50']","['O', 'B-BRA', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
219,"['spark', 'cola', 'cranlime', 'powerade', 'kumquat', '356']","['O', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'O']"
220,"['refillable', 'truffle', 'white', 'snickerdoodle', 'type', '0.5lt']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O']"
221,"['squirt', 'cream', 'coconut', '8.5z', 'aquarius', 'miami']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O']"
222,"['mania', 'pear', 'mint', 'nsm', 'delaware', 'punch', 'honey', 'tangerine', 'lays']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
223,"['grab', 'mkt-bundaberg', 'romano', 'cheese']","['O', 'O', 'B-FLA', 'I-FLA']"
224,"['r-', 'paksprite', 'pomegrate', 'canada', 'dry', 'beef']","['O', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
225,"['apricot', 'chili', 'cactus', 'cooler', 'probiotic']","['B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'O']"
226,"['dewfrost', 'powerade', '9.3oz', 'fresca', 'cinnamon', 'nex-', 'can-coke']","['O', 'B-BRA', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
227,"['slushy', 'byoc', 'wat']","['O', 'O', 'O']"
228,"['no', 'pepsi/lays', 'coke', 'blood', 'orange', '32o', 'chocolate', 'milk']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA']"
229,"['26', 'fanta', 'nsu', 'nfl', 'mug', 'root', 'beer', 'refresco', 'z20']","['O', 'B-BRA', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'O']"
230,"['pro', 'poland', 'sprite', 'tahini', 'type']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
231,"['limca', 'gro', 'rockstar', 'energy', 'black', 'currant', 'rhub']","['B-BRA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
232,"['bev-', 'surge', '16oz*', 'seasonal']","['O', 'B-BRA', 'O', 'O']"
233,"['ale1', ""canfield's"", 'diet', 'chocolate', 'fudge', 'tequila', 'lime', 'pkg']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
234,"['balckberry', 'true', 'julebrus', 'kumquat', 'bev-mex', 'anda', 'sauteed', 'butter']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
235,"['pepsi-3', 'canada', 'dry', 'rose', 'hip', 'productsi']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
236,"['grapefruitsparklng', 'mr.', 'pibb']","['O', 'B-BRA', 'I-BRA']"
237,"['citrus1', 'bre', 'cheeskak', 'melona', 'type', 'li']","['O', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
238,"['prbiotic', 'peach', 'mint', 'latin', 'org/van']","['O', 'B-FLA', 'I-FLA', 'O', 'O']"
239,"['ramun', 'bergamot', 'charge']","['O', 'B-FLA', 'O']"
240,"['sweetner', 'bev-', 'ro', 'heath', 'kettle', 'corn', 'cooki']","['O', 'O', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
241,"['24-pack', 'rb', 'dasani', 'persimmon', 'ltd', 'bottle.']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
242,"['gingle', 'caramelized', 'oz2']","['O', 'B-FLA', 'O']"
243,"['cokeenergyzero', 'fox', 'draft']","['O', 'O', 'O']"
244,"['tis', 'pear', 'prickly', '.95', 'zevia', 'apple', 'caramel', 'ibc']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
245,"['ondemand', 'zer', 'zerosugar', 'lift', 'ginger', 'pineapple', 'am']","['O', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
246,"['zr', 'oronamin', 'c', 'drink', 'sesame', 'drink1', 'sangria', 'señorial', 'fry']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'O']"
247,"['powerade', 'sangria', 'type', 'aluminum', 'sprite']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA']"
248,"['a&w', 'root', 'beer', 'melona', 'type', 'julmust', 'rambutan', 'type']","['B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'I-FLA']"
249,"['fixin', 'julmust', 'vanilla.', 'caffein', 'rhubarb', 'bubly/soda', 'culture']","['O', 'B-BRA', 'O', 'O', 'B-FLA', 'O', 'O']"
250,"['gaterade', 'mountain', 'dew', 'island', 'punch', 'fever']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
251,"['2/250', 'dasani']","['O', 'B-BRA']"
252,"['-ale-8', 'liter1', 'barrelhead', 'root', 'beer', 'nsm', 'a&w', 'cream', 'soda', 'bubble', 'gum', 'sunkistcan', 'asado']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
253,"['ave', 'moxie', 'soda20oz', 'big', 'red', '(soft', 'drink)', 'manzanilla']","['O', 'B-BRA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'I-BRA', 'O']"
254,"['6/pack', 'strawberry', 'kiwi', 'flash', 'irn-bru', 'berry', 'kiwi', 'roost']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
255,['orangina'],['B-BRA']
256,"['24pk', 'tiramisu', 'strongest', 'bergamot', 'concession']","['O', 'B-FLA', 'O', 'B-FLA', 'O']"
257,"['kumquat', 'vinegar', 'dirty']","['B-FLA', 'B-FLA', 'O']"
258,"['fountain-juice.k', 'lucozade', 'bubble', 'gum', 'full', 'throttle', 'caramel', 'cluster', 'frostbite']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
259,"['-pepsi', 'cilantro', 'merry', 'pino', 'quake']","['O', 'B-FLA', 'O', 'O', 'O']"
260,"['8oz', 'dirt', 'curry', 'tum', 'clementine', 'mango1']","['O', 'O', 'B-FLA', 'O', 'B-FLA', 'O']"
261,"['ltd', 'pt', 'pumpkin', 'pie', 'marshmello']","['O', 'O', 'B-FLA', 'I-FLA', 'O']"
262,"['poland', '24/1', '15.5oz']","['O', 'O', 'O']"
263,"['caf', 'lift', 'fruit', 'dragon', 'sidral', 'mundet', 'mtndew12']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'I-BRA', 'O']"
264,"['blueberry', 'pomegranate', 'libert', 'lipton', 'dasani/soda']","['B-FLA', 'I-FLA', 'O', 'O', 'O']"
265,"['-18oz', 'orange', 'spice', 'breeze', 'coca-cola', 'almond', 'beverage1', 'ginge']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
266,"['$1.00', 'peach', 'mangosteen', 'midst']","['O', 'B-FLA', 'I-FLA', 'O']"
267,"['nuts', 'nss', 'fruit', 'combos', 'zapper', 'bvc-']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
268,"['panch', 'upsz', 'gingle']","['O', 'O', 'O']"
269,"['quencher', 'sunkist/pineapple', 'frescolita', 'bubble', 'gum', '$2.49']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
270,"['pepsiwild', 'chico', 'a&w', 'root', 'beer', 'soursop', '$9.99']","['O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O']"
271,"['imp-', 'fanta', '30', 'voodo', 'dasani', 'pear', 'cinnamon', 'soda*', 'bubblegum']","['O', 'B-BRA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
272,"['cherry-vanilla', 'doo', 'dasani', 'cranberry', '2lt', 'ks', 'creamy', 'mint', 'chrry', 'bev-canada']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
273,"['baja', 'exit', 'med.', 'cra', '$1.99']","['O', 'O', 'O', 'O', 'O']"
274,"['mountan', 'dasani', 'berry', 'goji', 'bundle', 'lilt', 'fountain/21oz', 'caffe']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O', 'O']"
275,"['cactus', 'cooler', '.20oz', 'dr', ""brown's"", 'pepper-20oz']","['B-BRA', 'I-BRA', 'O', 'B-BRA', 'I-BRA', 'O']"
276,"['caffei', 'bundle-', 'graham', 'buttery', 'trop.', 'dry-ginger', 'mojito', 'cucumber']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
277,"['cokestarlight', 'dr', ""brown's"", 'yell.']","['O', 'B-BRA', 'I-BRA', 'O']"
278,"['4ea', 'orgnl', 'mangosteen', 'editi']","['O', 'O', 'B-FLA', 'O']"
279,"['3.49', 'maui', 'aquarius', 'tres', 'leche', 'oragina', 'caf.', 'citrus16oz']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
280,"['tomato', 'gingerale1', 'vw']","['B-FLA', 'O', 'O']"
281,"['voodoo', 'creamy', 'mint', 'rise-pomegrante', 'sidral', 'mundet', 'peanut', 'butter', 'gra']","['O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
282,"['energy1', 'zer0', 'sierra', 'mist', 'lemongrass']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA']"
283,"['orange', 'cream', 'light']","['B-FLA', 'I-FLA', 'O']"
284,"['20.5oz', 'toasted', 'coconut', '16']","['O', 'B-FLA', 'I-FLA', 'O']"
285,"['sunchips', 'sun', 'drop', 'mkt-bundaberg', 'mountai']","['O', 'B-BRA', 'I-BRA', 'O', 'O']"
286,"['org/van', 'wt', '12oz1zero', 'julmust', 'lavender', 'lemonade']","['O', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
287,"['trail', 'ibc', 'root', 'beer', 'kumquat', 'ori', 'powerade', 'caribbean', 'jerked']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
288,"['wishniak', 'spa', 'appletiser', 'banana', 'nut', 'sparl', 'brewb']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
289,"['12oz1', '1.25', 'mocha', 'peace', 'pepsi', 'black', 'tea', 'xmas', '2/$2.50']","['O', 'O', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
290,"['butterfinger', 'type', 'graham', 'cinnamon']","['B-FLA', 'I-FLA', 'B-FLA', 'I-FLA']"
291,"['free12oz', 'cokecinnamon', 'lemongrass', 'gutwein', 'deit', 'side']","['O', 'O', 'B-FLA', 'O', 'O', 'O']"
292,"['dr.brown', 'mtdewict20oz', 'ent', 'your']","['B-BRA', 'O', 'O', 'O']"
293,"['brands', 'citrus1', 'kinnie', 'apple', 'baked', 'g&g', 'vault']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
294,"['imp', 'eyes', 'coke', 'graham', 'ascension']","['O', 'O', 'B-BRA', 'B-FLA', 'O']"
295,"['eb', 'custard', 'gift', 'very']","['O', 'B-FLA', 'O', 'O']"
296,"['bvh-', 'persimmon']","['O', 'B-FLA']"
297,"['zcan', 'gingerale', ""lay's"", 'sosyo', 'raspberry', 'goji']","['O', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
298,"['boost', 'frescolita', 'cilantro', 'nb', 'dr.brown', 'taro', 'gosling', '0z']","['O', 'B-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
299,"['february', '012000204951', '0', 'green', 'apple', 'kickstarter', '$2.5']","['O', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
300,"['lemlime', ""virgil's"", 'cointreau', 'type', 'floats', 'blueberry', 'orginal']","['O', 'O', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'O']"
301,"['quake', 'fire', 'cinnamint', 'zer0', 'rt-20oz', 'mesquite']","['O', 'O', 'B-FLA', 'O', 'O', 'B-FLA']"
302,"['lym', '20oz3', 'manzanilla', 'can.', '-coca']","['O', 'O', 'O', 'O', 'O']"
303,"['nee', 'schweppes', 'coke16oz']","['O', 'B-BRA', 'O']"
304,"['starfruit', 'cotton', 'candy', 'caffeeine', '-mist']","['B-FLA', 'B-FLA', 'I-FLA', 'O', 'O']"
305,"['swt', 'e', 'vanilla', 'butter', 'lmnde']","['O', 'O', 'B-FLA', 'I-FLA', 'O']"
306,"['toasted', 'marshmallow', '24floz', 'mirinda', 'carbona', 'cokecoffeevanill']","['B-FLA', 'I-FLA', 'O', 'B-BRA', 'O', 'O']"
307,"['baking', 'monster', 'energy', 'bvh-']","['O', 'B-BRA', 'I-BRA', 'O']"
308,"['frescolita', 'nsu', 'prickly', 'pear', 'lp']","['B-BRA', 'O', 'B-FLA', 'I-FLA', 'O']"
309,"['ramune', 'sangria', 'señorial', 'cajun', '2/$2.79', 'ibc', 'root', 'beer', 'elder', 'flower', 'bvc-zcanadadry']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O']"
310,"['vt', 'sun', 'drop', ""stewart's"", 'fountain', 'classics', 'mango', 'tangerine']","['O', 'B-BRA', 'I-BRA', 'B-BRA', 'I-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
311,"['bear', '1/15', '7', 'up', 'frescolita', 'senorial']","['O', 'O', 'B-BRA', 'I-BRA', 'B-BRA', 'O']"
312,"['beverages', 'orange', 'mandarin', 'botte', 'monttain', 'limca', '2/$2']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'O']"
313,"['joia', '1lt', 'cit', '13.65oz.', 'hires', 'root', 'beer', '16z']","['O', 'O', 'O', 'O', 'B-BRA', 'I-BRA', 'I-BRA', 'O']"
314,"['blk', 'rockstar', 'energy', 'irish', 'cream', 'poppi-orange', '2/15', 'sherbet', 'various', '1.00']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
315,"['reading', 'fox', 'sosyo', 'peach', 'mint', 'cantaloupe']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'B-FLA']"
316,"['schweppesclub', 'sangria', 'señorial', 'apple', 'pie', 'vo', 'dr', ""brown's"", 'tahini', 'type']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
317,"['4lbs', 'lemonadet', 'schwepps']","['O', 'O', 'O']"
318,"['2l', 'sunkist', 'graham', 'cinnamon', 't/o', 'grocery', 'sangria', 'type']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-FLA', 'I-FLA']"
319,"['lemon20oz', 'illumina', 'date', 'seasonal', '67.', 'pbk', 'dr-pepper']","['O', 'O', 'B-FLA', 'O', 'O', 'O', 'O']"
320,"['berghoff', '16o']","['O', 'O']"
321,"['1.', 'cherry/vanilla', 'venom', 'energy']","['O', 'O', 'B-BRA', 'I-BRA']"
322,"['12.7', 'powerade', 'prickly', 'pear', 'incredible', 'sparklng']","['O', 'B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
323,"['mr.', 'pibb', 'pbk', 'what']","['B-BRA', 'I-BRA', 'O', 'O']"
324,"['diest', 'irn-bru', 'ricqlès']","['O', 'B-BRA', 'B-BRA']"
325,"['sa', 'rc', 'cola', 'chocolate', 'almond', 'dieta', 'mango', 'tangerine', 'btl.soda']","['O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
326,"['bottlefanta', 'honey-nut', 'fat', 'sun', 'drop', 'cinnamon', 'pear']","['O', 'B-FLA', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'I-FLA']"
327,"['ambasa', 'marshmallow', 'graham', 'grill', 'sprite', 'soda/combos']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O']"
328,"['sprecher', 'a&w', 'cream', 'soda', 'bbq', 'dasani']","['O', 'B-BRA', 'I-BRA', 'I-BRA', 'O', 'B-BRA']"
329,"['peach', 'cobbler', 'coca-cola']","['B-FLA', 'I-FLA', 'B-BRA']"
330,"['guarana', 'barr', 'bvc-squirt', 'lavenade', 'cherry', '(various)', 'salted']","['O', 'B-BRA', 'O', 'O', 'B-FLA', 'I-FLA', 'O']"
331,"['$3', 'cookies', 'black', 'pepper', 'christmas', 'gini', 'fentimans']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'O']"
332,"['beverage21oz', 'gini', 'raisin', 'bloody', 'harvey']","['O', 'B-BRA', 'B-FLA', 'O', 'O']"
333,"['lucozade', 'delaware', 'punch']","['B-BRA', 'B-BRA', 'I-BRA']"
334,"['a&w', 'root', 'beer', 'wildcherry', 'cb', 'avalanche']","['B-BRA', 'I-BRA', 'I-BRA', 'O', 'O', 'O']"
335,"['bvcvit', 'ambasa']","['O', 'B-BRA']"
336,"['life.', 'fever-free', 'orangina', 'hemp', 'type']","['O', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
337,"['355ml', 'schweppesclub', 'fresca', 'allday']","['O', 'O', 'B-BRA', 'O']"
338,"['cherry/vanlla', 'flower', 'various', 'tab', 'apricot', 'mango', 'drew']","['O', 'B-FLA', 'I-FLA', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
339,"['mirinda', 'macaroon', 'chocolate', 'julmust', 'bouteille']","['B-BRA', 'B-FLA', 'I-FLA', 'B-BRA', 'O']"
340,"['gini', 'pepprr', 'wink', 'tropical', 'punch', 'pomegrante']","['B-BRA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
341,"['0zs', 'lilt', 'marionberry', 'harvey', 'pinapple', 'marzapan', 'type', 'kickst', 'lay']","['O', 'B-BRA', 'B-FLA', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
342,"['up12oz', '50/50', 'crush', 'caff', 'unsweetened']","['O', 'B-BRA', 'B-BRA', 'O', 'O']"
343,"['coke355ml', 'eb', 'rc', 'cola', 'plum', 'bott', 'cookie', 'dough', 'taste']","['O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'B-FLA', 'I-FLA', 'O']"
344,"['rt', 'orangina', 'vernors']","['O', 'B-BRA', 'B-BRA']"
345,"['pak', 'monster', 'energy', 'peach-mango', 'date']","['O', 'B-BRA', 'I-BRA', 'O', 'B-FLA']"
346,"['cheesecake', '.50', ""stewart's"", 'fountain', 'classics']","['B-FLA', 'O', 'B-BRA', 'I-BRA', 'I-BRA']"
347,"['sletzer', 'nirtoy4', 'lilt', 'house-made', 'nehi']","['O', 'O', 'B-BRA', 'O', 'B-BRA']"
348,"['sierra', 'mist', 'ranch', 'e', 'ne', 'venom', 'energy', 'almond', '20z2', 'xxx']","['B-BRA', 'I-BRA', 'B-FLA', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O', 'O']"
349,"['coke-diet', '+++', 'bee', 'full', 'throttle', 'cinema']","['O', 'O', 'O', 'B-BRA', 'I-BRA', 'O']"
350,"['gatorade', 'punch', 'strawberry', 'z20', '2/$2']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O']"
351,"['9.3oz', 'mint', 'spring', 'psu', 'throwback', 'shwepps']","['O', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
352,"['lg', 'cinnamon', 'graham', 'chocolate', 'mousse', 'sunri', '.500ml']","['O', 'B-FLA', 'I-FLA', 'B-FLA', 'I-FLA', 'O', 'O']"
353,"['withlemonade', 'peppe', 'crush', 'boysenberry', 'rts', 'bev-fanta']","['O', 'O', 'B-BRA', 'B-FLA', 'O', 'O']"
354,"['lrg.', '$6.99', 'mineral', 'stein', 'sun', 'drop', 'strawberry', 'lemon-l']","['O', 'O', 'O', 'O', 'B-BRA', 'I-BRA', 'B-FLA', 'O']"
355,"['/regular', 'sprite2', 'bronx', 'bawls']","['O', 'O', 'O', 'B-BRA']"
356,"['spritetrop', 'diest', 'pomegranat', 'white', 'cake', 'knot', 'treatt']","['O', 'O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
357,"['22445', 'mexicane', 'berry', 'blue', '20.3oz', '-poppi']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O']"
358,"['streussel', 'mos', 'graham', 'marshmallow', 'pa', '3.49', 'berghoff']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'O', 'O']"
359,"['seltzer', 'pricklee', 'banana', 'rt-butterscotch', 'sparkli', 'jupina', '2/2.79']","['O', 'O', 'B-FLA', 'O', 'O', 'O', 'O']"
360,"['cof-', 'lymon', 'tea', 'black', 'cr', 'sunkist', 'almond', 'cream']","['O', 'O', 'B-FLA', 'I-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA']"
361,"['cit', 'cactus', 'cooler', 's.a.', 'bvc-fanta', 'bundle']","['O', 'B-BRA', 'I-BRA', 'O', 'O', 'O']"
362,"['bcv-', 'cashew', 'ameyal', 'cinnamon', 'roll', 'from']","['O', 'B-FLA', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
363,"['boyland', 'julmust', 'coconut', 'cool', 'fantas', 'chocolate', 'strawberry', 'grapefr']","['O', 'B-BRA', 'B-FLA', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
364,"['dreamwold', 'bev-20', ""barq's"", 'realsugar']","['O', 'O', 'B-BRA', 'O']"
365,"['pineapple', 'bloody', 'pi', 'battle']","['B-FLA', 'O', 'O', 'O']"
366,"['ale-8-one', 'almond', 'toasted', 'px', 'sundrop', 'qoo', 'masking', 'bitter', 'dawn']","['B-BRA', 'B-FLA', 'I-FLA', 'O', 'O', 'B-BRA', 'B-FLA', 'I-FLA', 'O']"
367,"['20oz-24oz', 'delaware', 'punch', 'dasani', 'modelo']","['O', 'B-BRA', 'I-BRA', 'B-BRA', 'O']"
368,"['lilawine', 'irn-bru', 'banana', 'espresso', 'liter1']","['O', 'B-BRA', 'B-FLA', 'B-FLA', 'O']"
